MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype
3498_9,0.818823529,0.994285714,0.290756303,2.120336134,3.685210084,0.202689076,0.155462185,2.343361345,0.208907563,1.967731092,1.184705882,0.270252101,0.266554622,0.22,0.748907563,0.571596639,1.550252101,1.442857143,0.367226891,0.63697479,0.784537815,0.366722689,0.163361345,1.162689076,2.810084034,1.404369748,0.227058824,0.254957983,0.692605042,0.170084034,0.410756303,1.981848739,0.308907563,0.364201681,0.260672269,0.635294118,0.540672269,0.307731092,0.453613445,0.343193277,0.265042017,0.346386555,0.152268908,0.209493671,1.025,0.171308017,0.957067511,0.30907173,0.60464135,0.848101266,0.091139241,0.158544304,0.177742616,0.107805907,0.149578059,0.184704641,0.239662447,0.118459916,0.210337553,0.115189873,0.438607595,0.245042194,1.329113924,2.288818565,0.130063291,1.115189873,0.804957806,0.216244726,0.10907173,NA,0.107805907,0.106012658,0.382067511,0.100316456,0.138924051,0.141139241,1.616877637,Ts65Dn
3498_10,0.743142145,0.839056206,0.24515634,1.838480721,2.917130251,0.19106081,0.153462498,2.040475734,0.234413965,1.700364473,1.009783234,0.267216574,0.243429887,0.215998465,0.612123537,0.49031268,1.277383464,1.206023403,0.34931901,0.530596585,0.685210052,0.328601573,0.165355841,0.894686361,2.208517169,1.148474966,0.213696528,0.234030309,0.609437944,0.165739497,0.356224823,1.62516785,0.27373873,0.323997698,0.250143871,0.620755803,0.476692883,0.263380012,0.408210244,0.312871667,0.2319202,0.321503932,0.156148091,0.197644158,1.039583619,0.181618956,0.943158471,0.280372552,0.613477606,0.849472675,0.088754965,0.172305164,0.170113683,0.108204356,0.156416929,0.15970415,0.231201205,0.128064649,0.20312286,0.105328037,0.428708396,0.258046843,1.308724832,2.36337488,0.14244624,1.165593754,0.852485961,0.231064238,0.125462265,NA,0.108204356,0.103410492,0.38172853,0.12299685,0.151897,0.172853034,1.629639775,Ts65Dn
3498_11,0.754728493,0.875533862,0.266422615,1.968476713,2.971934106,0.195241001,0.167581859,2.130567419,0.207240187,1.891193817,1.068741102,0.263982103,0.266422615,0.241610738,0.683140126,0.513321131,1.287166972,1.263778727,0.364043116,0.576977832,0.731950376,0.347569656,0.169208867,0.955867399,2.419564775,1.230425056,0.223917023,0.256050437,0.657718121,0.176123653,0.392719138,1.737848281,0.286963596,0.345739272,0.288997356,0.633516372,0.513931259,0.292047997,0.453325198,0.327435428,0.243847875,0.334146838,0.179581045,0.196341463,0.954200542,0.172222222,0.954336043,0.283739837,0.600271003,0.845528455,0.089295393,0.16504065,0.173170732,0.103658537,0.146747967,0.162872629,0.245528455,0.12899729,0.204200542,0.112466125,0.441463415,0.262195122,1.319647696,2.407588076,0.132655827,1.15704607,0.830894309,0.227913279,0.132520325,NA,0.103658537,0.099864499,0.392682927,0.11598916,0.153929539,0.169241192,1.576693767,Ts65Dn
3498_12,0.718855932,0.93559322,0.28220339,2.070974576,3.163559322,0.216313559,0.160381356,2.237711864,0.207415254,2.002542373,1.135381356,0.276271186,0.267161017,0.266737288,0.69809322,0.538771186,1.411440678,1.329025424,0.387076271,0.598305085,0.765042373,0.366949153,0.181779661,1.01440678,2.481144068,1.303813559,0.238771186,0.26779661,0.681991525,0.180084746,0.405932203,1.798516949,0.325847458,0.402542373,0.286652542,0.657627119,0.559533898,0.310169492,0.465889831,0.33940678,0.260381356,0.357627119,0.152966102,0.196725711,0.986044015,0.172839506,0.942028986,0.300456253,0.584541063,0.834541063,0.087627483,0.157273215,0.169082126,0.102120236,0.139425658,0.173913043,0.211755233,0.11849168,0.206924316,0.106816962,0.431696189,0.244632313,1.277777778,2.186929683,0.133521202,1.149221685,0.791331186,0.211218465,0.134997316,NA,0.102120236,0.104669887,0.3647343,0.111111111,0.150697799,0.184648417,1.582393988,Ts65Dn
3498_13,0.674397859,0.801070473,0.254906334,1.861730598,2.691347012,0.199598573,0.165477252,1.884924175,0.22279215,1.833407672,0.981489741,0.255352364,0.23661909,0.232827832,0.626449599,0.489072257,1.242194469,1.226806423,0.360838537,0.572925959,0.675512935,0.348126673,0.16837645,0.907671722,2.184656557,1.164585192,0.218331847,0.224130241,0.592997324,0.173728814,0.344335415,1.5470562,0.29794826,0.338760036,0.260481713,0.620428189,0.533452275,0.284344335,0.407894737,0.301516503,0.234388938,0.315566459,0.154326494,0.181652712,1.01510739,0.182198762,0.975609756,0.282125956,0.602475428,0.799053513,0.086457954,0.174008009,0.16108482,0.111212232,0.14652348,0.155260284,0.235529669,0.128139789,0.190389516,0.110666181,0.46814707,0.266472515,1.272115035,2.273571169,0.161266837,1.194029851,0.881143065,0.231161267,0.149617765,NA,0.111212232,0.110848198,0.370950127,0.136330542,0.174190025,0.164361121,1.519839825,Ts65Dn
3498_14,0.759660697,0.912582469,0.262723845,1.926720075,2.988925542,0.200282752,0.177426956,2.011074458,0.211121583,1.959707823,1.035815269,0.289820924,0.267672008,0.268850141,0.680961357,0.510603205,1.33529689,1.355560792,0.386427898,0.588595664,0.692507069,0.393261074,0.177898209,0.928369463,2.290527804,1.236569274,0.233034873,0.244580584,0.659519321,0.185673893,0.380772856,1.684495759,0.29736098,0.362865221,0.274269557,0.643261074,0.564090481,0.284637135,0.432846371,0.317389255,0.240574929,0.331526861,0.154099906,0.185420833,0.989638248,0.176876931,0.947100527,0.275949827,0.610979822,0.846391565,0.082348664,0.170696237,0.164333757,0.113070351,0.13924741,0.157789493,0.233230322,0.128703872,0.196691511,0.11197964,0.450281767,0.270496273,1.237047809,2.299400109,0.151790584,1.197236866,0.844937284,0.236138884,0.141792401,NA,0.113070351,0.114161062,0.379203781,0.135975277,0.17433194,0.218505726,1.583348482,Ts65Dn
3498_15,0.713425513,0.805307761,0.265834077,1.860392507,2.822033898,0.205842997,0.160347904,1.875557538,0.194469224,1.760927743,1.006021409,0.259143622,0.258474576,0.23015165,0.656333631,0.492863515,1.26382694,1.269179304,0.353925067,0.558206958,0.664585192,0.375780553,0.179081178,0.912578055,2.121989295,1.192685103,0.221677074,0.231489741,0.608608385,0.175512935,0.368198037,1.562444246,0.285905442,0.358162355,0.268956289,0.609054416,0.548840321,0.273416592,0.413247101,0.329170384,0.238180196,0.315566459,0.146743979,0.181965735,0.97889991,0.175293057,0.950225428,0.275383228,0.595130748,0.908566276,0.081334536,0.165193868,0.15779982,0.104418395,0.134535618,0.156717764,0.238232642,0.117583408,0.192966637,0.115599639,0.463480613,0.262037872,1.229215509,2.108025248,0.141208296,1.209558161,0.825428314,0.227592426,0.141568981,NA,0.104418395,0.107303877,0.390261497,0.141208296,0.174030658,0.236429216,1.524797115,Ts65Dn
50810B_1,0.690987124,0.969957082,0.342748777,2.61772632,4.649765446,0.165285957,0.145723126,1.81435273,0.210200619,1.83940513,1.008683501,0.268290249,0.282962371,0.192633995,0.986625412,0.7976844,1.942409422,1.526998702,0.308613634,0.785208105,0.519313305,0.322986326,0.138137539,1.793991416,3.508134544,1.43756862,0.206308015,0.253318694,0.755165186,0.124463519,0.485976644,2.288352131,0.305220082,0.430082843,0.291047011,0.741491167,0.592075057,0.370995109,0.536580497,0.41261603,0.280866354,0.435971654,0.152610041,0.259436322,1.356162099,0.162265829,0.838123298,0.302796153,0.63922397,2.364444939,0.089832676,0.161431986,0.190783256,0.118183334,0.149924954,0.170159542,0.255934182,0.126799711,0.25376619,0.155317138,0.499027183,0.286564011,1.869309022,2.278392351,0.141475346,1.052587692,0.826783034,0.207460115,0.115792985,0.103952415,0.118183334,0.125020846,0.419812107,0.096836956,0.148424037,0.127800322,1.555950859,Ts65Dn
50810B_2,0.704525022,0.962141644,0.343921686,2.618719409,4.739986015,0.170112876,0.145639796,1.81000899,0.200479473,1.88392768,1.014284287,0.268804315,0.282389372,0.19798222,0.995804615,0.804814704,1.932174608,1.522225552,0.308960144,0.786934372,0.505643792,0.327439816,0.138947158,1.828588553,3.639896114,1.433623015,0.208370792,0.250424533,0.753770852,0.118769354,0.485565878,2.320946958,0.307861353,0.43791829,0.296373989,0.74378184,0.602237539,0.387973229,0.548296873,0.418839277,0.262910798,0.44610928,0.152532215,0.253882072,1.398088826,0.171571289,0.819144315,0.304539038,0.624552069,2.383537843,0.091378,0.162341188,0.190194375,0.125746552,0.150885004,0.170051037,0.248018243,0.128515583,0.24486915,0.155500054,0.542512759,0.290802476,1.850146596,2.266967097,0.155228581,1.115321968,0.855901835,0.200293191,0.117548051,0.107449234,0.125746552,0.127864046,0.385872516,0.093495494,0.15072212,0.130253013,1.526495819,Ts65Dn
50810B_3,0.665815826,0.923817004,0.337325741,2.607500491,4.76919301,0.16964461,0.141272335,1.780286668,0.199980365,1.931769095,0.981739643,0.270469272,0.284606322,0.194777145,0.970351463,0.791380326,1.884743766,1.502159827,0.314843903,0.80188494,0.482525034,0.324464952,0.135480071,1.873355586,3.547418025,1.397015511,0.210092284,0.257117612,0.744944041,0.117808757,0.482721382,2.304731985,0.306008247,0.424504221,0.290791282,0.712939328,0.599842922,0.388179855,0.546141763,0.424602395,0.263302572,0.46063224,0.141763204,0.247348485,1.351623377,0.173430736,0.759090909,0.299134199,0.637391775,2.404761905,0.086093074,0.157683983,0.189989177,0.129491342,0.171969697,0.171969697,0.266017316,0.128841991,0.238690476,0.16547619,0.528787879,0.290909091,1.897348485,2.310930736,0.145779221,1.172348485,0.878463203,0.212770563,0.116720779,0.112391775,0.129491342,0.12711039,0.394155844,0.098376623,0.152922078,0.125162338,1.531818182,Ts65Dn
50810B_4,0.596245955,0.821877023,0.304595469,2.377734628,4.168802589,0.175533981,0.145113269,2.051779935,0.192880259,1.553786408,0.839093851,0.267702265,0.27210356,0.216828479,0.910679612,0.668349515,1.711067961,1.397928803,0.32763754,0.70420712,0.430291262,0.322459547,0.139417476,1.350420712,3.059029126,1.352621359,0.206731392,0.245825243,0.686860841,0.122459547,0.446860841,2.066666667,0.290744337,0.425242718,0.30368932,0.69618123,0.569449838,0.33605178,0.512750809,0.39171521,0.259676375,0.417087379,0.142653722,0.226726727,1.257712258,0.159363909,0.803371553,0.291973792,0.594594595,1.913868414,0.08039858,0.155473655,0.171444171,0.113704614,0.165438165,0.153835654,0.245154245,0.115069615,0.234575485,0.134316134,0.498771499,0.26992902,1.711711712,2.175812176,0.128651379,0.960960961,0.828078078,0.193352443,0.124488124,0.102852853,0.113704614,0.118959869,0.396396396,0.096778597,0.148648649,0.1503549,1.49952225,Ts65Dn
50810B_5,0.58123338,0.805369128,0.295302013,2.322274281,4.149930353,0.173610232,0.141319488,2.052804863,0.189692288,1.577307838,0.804482715,0.278206914,0.267696594,0.210079777,0.888945169,0.661137141,1.684310498,1.357984045,0.324173737,0.70571103,0.41522097,0.331391668,0.133595036,1.356717741,3.00696467,1.292516145,0.206027605,0.219450424,0.682157781,0.116626567,0.446878561,2.081929847,0.286817779,0.427250855,0.309864506,0.689375712,0.578447512,0.329238952,0.517918197,0.392047613,0.261744966,0.417120425,0.145118399,0.227193918,1.231528408,0.165577487,0.803947719,0.294278474,0.587956788,1.929381168,0.081755135,0.15977594,0.181381702,0.116497733,0.15317418,0.14643905,0.235996266,0.123366231,0.245665511,0.136636436,0.528007469,0.279407842,1.763470259,2.159642571,0.164710589,1.018004801,0.851160309,0.198386236,0.129034409,0.108695652,0.116497733,0.124233129,0.401507069,0.096425714,0.146305682,0.13010136,1.476126967,Ts65Dn
50810B_6,0.576347305,0.800773453,0.292914172,2.264595808,4.184381238,0.178143713,0.141217565,2.004366267,0.173153693,1.703218563,0.796656687,0.256861277,0.26497006,0.219560878,0.888847305,0.65755988,1.653443114,1.370384232,0.328842315,0.709830339,0.41991018,0.331462076,0.129615768,1.340194611,3.03006487,1.282185629,0.203842315,0.220309381,0.659181637,0.114271457,0.440743513,2.097055888,0.287300399,0.409056886,0.302145709,0.677769461,0.595558882,0.34256487,0.510479042,0.405813373,0.280439122,0.420284431,0.139845309,0.226802775,1.200104698,0.159795838,0.786480827,0.296950661,0.581206648,1.933974611,0.076102604,0.159141474,0.172817694,0.11241984,0.159992148,0.148606203,0.254089779,0.121253763,0.245713912,0.140361209,0.514461458,0.275487502,1.783732496,2.229223924,0.156131396,1.115691663,0.869585133,0.203441958,0.112027222,0.108101034,0.11241984,0.114971862,0.389870436,0.100117786,0.159664965,0.145138071,1.416633948,Ts65Dn
50810B_7,0.554536521,0.746642647,0.278250901,2.174582378,3.601703243,0.200131019,0.144448084,1.885031117,0.171798231,1.518997707,0.76744186,0.244677367,0.26252866,0.195709139,0.830822142,0.577301015,1.522928267,1.278087127,0.324926302,0.646904684,0.410088438,0.310186702,0.142482804,1.097936456,2.577628562,1.227481166,0.201113659,0.211758926,0.612676056,0.12561415,0.434490665,1.88224697,0.282672781,0.436128398,0.313953488,0.686865378,0.575171962,0.320995742,0.504258107,0.376514903,0.259253194,0.400425811,0.153619391,0.201893026,1.137690865,0.14653094,0.753728011,0.273149388,0.561925172,1.579426735,0.079382088,0.159924993,0.158317707,0.103759264,0.139208858,0.142959193,0.215465667,0.121439414,0.229127601,0.11626038,0.518439146,0.267256005,1.581123315,2.09179391,0.130011608,1.003303866,0.801946602,0.186445218,0.124564693,0.109741941,0.103759264,0.113135101,0.366639879,0.105366551,0.153853023,0.15813912,1.427538173,Ts65Dn
50810B_8,0.554878049,0.748555841,0.271983312,2.144255456,3.671534018,0.183087291,0.145378691,1.851251605,0.166720154,1.582156611,0.748555841,0.269897304,0.257381258,0.204910141,0.812740693,0.5813543,1.498716303,1.2771181,0.331675225,0.63928113,0.439345315,0.309050064,0.135590501,1.098844673,2.523908858,1.197849807,0.20105905,0.227695764,0.577984596,0.122272144,0.419608472,1.869544288,0.28690629,0.435173299,0.335044929,0.676668806,0.576700899,0.324293967,0.495186136,0.371790757,0.262997433,0.407894737,0.167682927,0.204827768,1.078319091,0.1601621,0.766716589,0.278565765,0.549907497,1.620209673,0.078054797,0.155933398,0.167209937,0.113998767,0.143071095,0.138225707,0.205973042,0.126068188,0.226764162,0.113117787,0.525680557,0.275570434,1.597216104,2.104043697,0.142982997,1.031098582,0.837459255,0.195577482,0.125891992,0.105100872,0.113998767,0.133644613,0.359263501,0.109065281,0.171614836,0.167474231,1.456611752,Ts65Dn
50810B_9,0.721025139,0.767548155,0.290728044,2.149200131,3.760855371,0.213026445,0.158341495,1.913973229,0.166829905,1.780933725,0.76330395,0.254978779,0.267548155,0.207313092,0.833006856,0.595168136,1.525954946,1.378387202,0.343617369,0.665850473,0.369572315,0.352758733,0.134508652,1.125693764,2.608880183,1.231472413,0.206496898,0.236532811,0.61165524,0.119817173,0.43813255,1.903362716,0.292850147,0.437642834,0.325497878,0.691642181,0.621612798,0.336924584,0.510120797,0.386712373,0.273261508,0.42360431,0.154587006,0.199496484,1.056515323,0.156176751,0.766733223,0.280145846,0.551176317,1.602569668,0.07300981,0.159562462,0.162774546,0.113551524,0.157478948,0.140724021,0.222154701,0.124924039,0.218248112,0.122666898,0.520444483,0.290823856,1.602482854,2.107474607,0.151315218,1.09801198,0.863269381,0.192204184,0.123708655,0.113638337,0.113551524,0.119454814,0.354371039,0.103828457,0.157305322,0.16624707,1.384408369,Ts65Dn
50810B_10,0.483454851,0.652271453,0.255748738,1.936623668,3.149373715,0.190876799,0.141708731,1.610955319,0.149560666,1.355580482,0.663675453,0.254627033,0.239484016,0.180594504,0.749111984,0.496167508,1.340811367,1.123948402,0.344550383,0.553374463,0.318751168,0.318564218,0.138343616,0.904842027,2.221723687,1.105066368,0.193681062,0.214619555,0.549822397,0.120209385,0.391288091,1.64273696,0.27182651,0.424191438,0.323424939,0.654140961,0.560104692,0.301551692,0.484015704,0.380257992,0.277435035,0.392409796,0.156851748,0.189229193,0.839576455,0.116247296,0.702721166,0.263691222,0.448593875,0.849368097,0.053854036,0.145052943,0.112034612,0.083798247,0.110326768,0.107024935,0.143572811,0.106911078,0.159398839,0.089035637,0.386314471,0.215530001,1.131048617,1.511784128,0.116702721,0.830809518,0.614027098,0.155869293,0.12045998,0.101445975,0.083798247,0.107821929,0.306728908,0.113514744,0.151428897,0.134805875,0.980872139,Ts65Dn
50810B_11,0.471245718,0.631332252,0.247881738,1.87236344,3.117901568,0.173427078,0.138092663,1.555074815,0.163511808,1.411393546,0.627185866,0.235082026,0.23327925,0.190553452,0.726518839,0.492518478,1.318911123,1.087434649,0.325581395,0.570578691,0.371912746,0.29637642,0.126194339,0.904452857,2.132323779,1.063457725,0.185685956,0.182801514,0.522985398,0.112853795,0.394447449,1.6003245,0.274382549,0.42401298,0.340904994,0.645393907,0.553812872,0.314404182,0.47413016,0.367405805,0.260140617,0.39588967,0.16188931,0.19613603,0.890407864,0.145633262,0.712687832,0.262117275,0.414077505,0.966218506,0.060671111,0.155123715,0.117048921,0.092192973,0.117839792,0.1141114,0.140888035,0.111738787,0.146085188,0.085978985,0.403457236,0.227770873,1.191390803,1.512936391,0.130154785,0.897525703,0.634956502,0.173765676,0.13264038,0.113320529,0.092192973,0.136820698,0.284261665,0.101231499,0.172183934,0.139532256,0.974579144,Ts65Dn
50810B_12,0.489420423,0.64949402,0.258141674,1.946642134,3.232014719,0.201839926,0.143146274,1.587672493,0.165041398,1.59300828,0.640478381,0.23275069,0.244894204,0.192272309,0.748850046,0.51149954,1.358049678,1.19374425,0.33799448,0.577920883,0.384728611,0.312235511,0.129898804,0.943146274,2.21324747,1.063845446,0.19374425,0.188592456,0.564305428,0.118307268,0.390616375,1.678564857,0.279484821,0.427782889,0.35124195,0.659981601,0.584912603,0.321987121,0.478012879,0.386936523,0.301379945,0.415087397,0.169273229,0.187143656,0.814533259,0.150922303,0.71000559,0.27333706,0.436892119,1.066182225,0.064728899,0.166685299,0.116489659,0.09077697,0.130128563,0.115036333,0.138177753,0.137730576,0.147792063,0.090329793,0.411291224,0.243376188,1.272666294,1.539519285,0.143991056,0.976634992,0.660816098,0.184572387,0.115930688,0.112241476,0.09077697,0.146562325,0.288764673,0.100279486,0.1529346,0.137730576,0.944997205,Ts65Dn
50810B_13,0.454020221,0.633124699,0.245064998,1.843283582,2.783100626,0.202696196,0.145402022,1.432354357,0.158401541,1.433076553,0.635050554,0.224602792,0.239046702,0.193548387,0.732546943,0.479778527,1.217862301,1.059220029,0.328839673,0.601829562,0.354116514,0.315117959,0.145642754,0.856283101,1.895281656,1.017573423,0.199085219,0.176456428,0.465816081,0.127106403,0.381559942,1.44848339,0.290081849,0.439817044,0.369282619,0.698122292,0.649975927,0.31271064,0.508184882,0.384930188,0.308618199,0.422965816,0.191141069,0.17810219,0.905242203,0.146250829,0.680026543,0.252023889,0.56284008,1.255607167,0.061048441,0.149568679,0.135235567,0.105640345,0.143596549,0.135500995,0.189781022,0.112408759,0.197213006,0.111214333,0.509489051,0.274452555,1.376509622,1.929130723,0.144658261,1.060252157,0.78407432,0.195089582,0.135235567,0.119309887,0.105640345,0.133775713,0.365096218,0.110948905,0.169608494,0.160982084,1.267418713,Ts65Dn
50810B_14,0.451401869,0.631308411,0.245794393,1.810981308,2.760747664,0.198598131,0.145327103,1.402336449,0.173130841,1.478971963,0.622196262,0.221962617,0.234813084,0.203504673,0.728271028,0.469859813,1.225934579,1.067757009,0.339485981,0.571495327,0.369626168,0.310514019,0.143224299,0.847663551,1.855607477,0.995560748,0.195560748,0.194859813,0.461448598,0.123364486,0.390420561,1.420560748,0.278504673,0.450700935,0.36728972,0.689719626,0.649299065,0.334813084,0.506542056,0.382009346,0.317990654,0.429439252,0.189953271,0.180838634,0.934960405,0.152927431,0.684798131,0.25717253,0.532130339,1.226924575,0.066857069,0.15617292,0.145268077,0.104894197,0.159807867,0.143580423,0.186291055,0.120862002,0.201350123,0.116448137,0.515643256,0.304037388,1.388549916,1.944437232,0.1560431,1.058938076,0.787874854,0.22835259,0.153706348,0.120862002,0.104894197,0.133454498,0.348046216,0.11839543,0.188757627,0.178631702,1.227963131,Ts65Dn
50810B_15,0.474926254,0.601089176,0.242114817,1.791014295,2.749262537,0.202859088,0.14545042,1.343998185,0.14545042,1.576582709,0.598139324,0.218969821,0.232584525,0.197186295,0.702064897,0.473791695,1.196278648,1.0773769,0.320853188,0.588382119,0.333787157,0.302473338,0.154299977,0.820058997,1.820058997,0.961198094,0.191059678,0.183571591,0.455184933,0.125709099,0.377808033,1.388245972,0.292489222,0.439981847,0.378261856,0.687996369,0.651236669,0.336056274,0.472884048,0.388019061,0.313818924,0.428863172,0.194690265,0.175084175,0.898083398,0.163558664,0.697358197,0.258352758,0.541310541,1.290727791,0.066692567,0.168997669,0.150997151,0.105542606,0.152551153,0.139342139,0.186091686,0.140766641,0.192437192,0.107485107,0.512432012,0.324138824,1.412328412,1.953768454,0.162134162,1.103600104,0.796037296,0.204480704,0.137399637,0.121989122,0.105542606,0.146464646,0.356772857,0.142838643,0.180523181,0.162393162,1.173659674,Ts65Dn
50810C_1,0.583922694,0.962747707,0.442335971,2.883551572,4.420138646,0.196414817,0.180659618,2.005811918,0.262796723,1.661578321,0.838176598,0.355927456,0.376374203,0.274700651,0.980883692,0.865065472,1.959386598,2.291296128,0.378614943,0.87808977,0.412296058,0.362299559,0.181429872,2.383446537,4.271759681,1.470905399,0.256844759,0.353616694,0.956725719,0.177438555,0.551572019,2.579301169,0.390868987,0.470415237,0.322946572,0.758560325,0.622085288,0.466143827,0.578530915,0.397451159,0.295427491,0.486380506,0.196414817,0.28056842,1.323041602,0.196928314,2.183707398,0.38502949,0.627162253,2.196928314,0.123975775,0.15299054,0.200490836,0.123975775,0.176305269,0.170605233,0.266239164,0.124015358,0.191188695,0.148675929,0.507619839,0.341527135,1.799113328,2.354550133,0.178324031,1.229307683,0.985749911,0.22673475,0.122669517,0.106004829,0.123975775,0.11142778,0.595693306,0.097652694,0.133911254,0.124846614,1.879705498,Ts65Dn
50810C_2,0.600599743,1.047693845,0.441596459,2.923104384,4.507068399,0.199771526,0.184206769,2.040696844,0.263601314,2.02606026,0.861059546,0.362130515,0.389761531,0.287519634,1.019063259,0.894116807,2.008067971,2.36477224,0.395973154,0.872340426,0.417678138,0.360702556,0.187276881,2.522347565,4.447950878,1.500285592,0.261387977,0.355918892,0.979508782,0.181422248,0.57289733,2.761173783,0.408753391,0.467585321,0.329287448,0.801228045,0.64472369,0.462801656,0.588961873,0.41303727,0.306368699,0.508282165,0.197558189,0.268731575,1.290784486,0.184348559,2.044909836,0.371645163,0.590336537,2.230483556,0.121980168,0.145028523,0.188024044,0.126880815,0.16765573,0.166813431,0.26536238,0.121176155,0.201807114,0.14039588,0.518051993,0.322983269,1.660400475,2.295072553,0.172020368,1.154868104,0.93399441,0.20889008,0.122669321,0.102339293,0.126880815,0.109498832,0.590030246,0.094758605,0.123626479,0.121865309,1.806883878,Ts65Dn
50810C_3,0.577069887,0.980428899,0.464848359,2.995766535,4.380387258,0.201540704,0.186203068,1.973905198,0.249774447,1.664098827,0.806856826,0.355541675,0.37532098,0.276424457,0.982927337,0.907696579,2.019154695,2.350544798,0.388645985,0.84093275,0.413560969,0.358178916,0.180165175,2.433062669,4.316746478,1.42334652,0.259629398,0.344853911,0.959816781,0.18509265,0.555069748,2.661183982,0.402109792,0.462558123,0.357484905,0.780484419,0.617877715,0.44999653,0.569366368,0.399264349,0.293635922,0.500381706,0.198556458,0.260688413,1.245561353,0.177395743,2.015239668,0.371457528,0.56011411,2.208212905,0.116624751,0.136631508,0.186216734,0.11673736,0.160804775,0.171990541,0.244585413,0.11343418,0.200968432,0.13389137,0.48661837,0.327840547,1.65609399,2.193198454,0.156187831,1.06486243,0.871814121,0.201118577,0.119102136,0.095942345,0.11673736,0.107691153,0.603543411,0.094816261,0.13021283,0.118989527,1.726962201,Ts65Dn
50810C_4,0.52425161,0.893899204,0.373247442,2.557313376,4.331849185,0.209738537,0.165782493,2.417298219,0.228021978,1.595869648,0.664929898,0.344732853,0.35193255,0.267430845,0.817639257,0.731242895,1.748484274,2.3157446,0.432455476,0.755778704,0.396551724,0.342175066,0.163603638,1.741663509,3.803050398,1.426487306,0.243179235,0.313660477,0.877794619,0.161424782,0.519041304,2.54215612,0.351837817,0.426108374,0.313849943,0.719685487,0.600227359,0.393330807,0.528798787,0.384331186,0.276619932,0.442307692,0.200833649,0.263608087,1.192534992,0.177449456,2.234059098,0.375894246,0.524261275,1.884499741,0.110782789,0.145152929,0.190150337,0.117988595,0.171435977,0.158579575,0.232918611,0.114930016,0.202125454,0.130637636,0.491861068,0.317833074,1.665785381,2.32809746,0.155209953,1.27029549,0.949507517,0.202436496,0.125764645,0.094401244,0.117988595,0.109175739,0.555158113,0.093623639,0.139865215,0.125868326,1.899170555,Ts65Dn
50810C_5,0.509837631,0.900191022,0.381948424,2.662082139,4.28061127,0.213467049,0.169531996,2.395797517,0.221680993,2.320439351,0.669054441,0.34660936,0.353963706,0.26991404,0.878892073,0.739732569,1.805635148,2.338490926,0.424928367,0.767526266,0.400859599,0.346704871,0.165902579,1.708978032,3.763896848,1.461891117,0.244603629,0.317000955,0.87765043,0.175549188,0.506303725,2.486914995,0.364374403,0.434670487,0.300191022,0.739446036,0.596179561,0.385768863,0.535816619,0.382043935,0.278892073,0.445272206,0.208022923,0.250581689,1.110015175,0.170864947,2.131562974,0.360040465,0.5251391,1.905361659,0.106474456,0.144107233,0.188416793,0.116186141,0.165098634,0.157612544,0.234243804,0.114820435,0.193626707,0.12245827,0.50419828,0.300556399,1.605715731,2.297774406,0.144410723,1.193576125,0.900455235,0.197976732,0.123419322,0.095649975,0.116186141,0.106221548,0.560343955,0.090996459,0.129185635,0.140212443,1.803945372,Ts65Dn
50810C_6,0.507273405,0.880082059,0.374207385,2.533196568,1.991141365,0.209716524,0.164304364,2.330380455,0.217456173,1.415703096,0.642577396,0.340171578,0.339332339,0.269955241,0.874393883,0.741048116,1.797836628,2.282637076,0.424654979,0.744311824,0.382786274,0.340358075,0.158895934,1.670925028,3.77769489,1.388194703,0.245710556,0.316299888,0.859101082,0.159455427,0.511003357,2.488343902,0.35154793,0.427638941,0.293174189,0.711208504,0.571708318,0.384091757,0.516505035,0.384464752,0.277415144,0.441160015,0.201883626,0.23659244,1.103819496,0.167772698,2.080027528,0.353733471,0.49304429,1.982745908,0.103622868,0.133510298,0.178636386,0.109374232,0.160841567,0.147126776,0.228088286,0.106768913,0.184191122,0.121122745,0.493388389,0.295580789,1.585361058,2.17259008,0.125989284,1.137000442,0.84712186,0.188320307,0.120926117,0.093938947,0.109374232,0.103966967,0.545445608,0.089957233,0.122892395,0.125055302,1.814629111,Ts65Dn
